,HTAG,Date,WHH,FTHG,WHA,IWA,LBD,AwayTeam,IWD,HTHG,WHD,FTR,FTAG,Div,IWH,HTR,LBH,LBA,HomeTeam,SeasonDate
3642,1,06/02/16,2.5,1,3,2.7,3.1,La Coruna,3.2,1,3.1,D,1,SP1,2.55,D,2.5,2.9,Sp Gijon,2015
3643,0,06/02/16,1.91,2,4,3.8,3.6,Las Palmas,3.45,1,3.5,H,0,SP1,1.9,H,1.85,4,Vallecano,2015
3644,0,07/02/16,2.7,1,2.7,2.85,3.2,Valencia,3.2,0,3.1,H,0,SP1,2.4,D,2.6,2.75,Betis,2015
3645,1,07/02/16,3.1,1,2.4,2.5,3.3,Sevilla,3.2,0,3.1,D,1,SP1,2.75,A,3.1,2.3,Celta,2015
3646,1,07/02/16,12,1,1.29,1.27,6,Real Madrid,5.2,0,5,A,2,SP1,10,A,10,1.25,Granada,2015
3647,1,07/02/16,17,0,1.2,1.2,7,Barcelona,5.8,0,6,A,2,SP1,13,A,15,1.18,Levante,2015
3648,2,08/02/16,2.7,0,2.7,2.6,3,Sociedad,3.2,0,3.1,A,5,SP1,2.6,A,2.7,2.75,Espanol,2015
3649,1,12/02/16,2.38,2,2.9,3,3.3,Vallecano,3.2,2,3.4,D,2,SP1,2.3,H,2.3,3,Sp Gijon,2015
3650,2,13/02/16,1.85,2,4.5,3.8,3.4,Betis,3.45,1,3.4,D,2,SP1,1.9,A,1.75,5,La Coruna,2015
3651,1,13/02/16,1.3,4,11,10.3,6,Ath Bilbao,5.5,3,5,H,2,SP1,1.25,H,1.29,8.5,Real Madrid,2015
3652,0,13/02/16,1.8,2,5,4,3.6,Espanol,3.45,0,3.3,H,1,SP1,1.85,D,1.73,4.75,Valencia,2015
3653,0,13/02/16,2.1,1,3.8,3.8,3.1,Malaga,3.45,1,3.1,H,0,SP1,1.9,H,2.05,3.8,Villarreal,2015
3654,1,14/02/16,1.1,6,26,20,12,Celta,8,1,9,H,1,SP1,1.1,D,1.08,34,Barcelona,2015
3655,0,14/02/16,1.8,2,4.5,4.2,3.5,Levante,3.5,1,3.5,H,0,SP1,1.8,H,1.8,4.5,Eibar,2015
3656,1,14/02/16,7,0,1.57,1.57,3.6,Ath Madrid,3.8,0,3.6,A,1,SP1,5.6,A,6.5,1.57,Getafe,2015
3657,0,14/02/16,1.33,2,9,9,5,Las Palmas,5,0,5,H,0,SP1,1.3,D,1.3,10,Sevilla,2015
3658,0,14/02/16,1.62,3,6,5.4,3.8,Granada,3.7,2,3.6,H,0,SP1,1.6,H,1.6,5.75,Sociedad,2015
3659,2,17/02/16,17,1,1.14,1.15,8,Barcelona,7,1,8,A,3,SP1,15,A,15,1.17,Sp Gijon,2015
3660,0,19/02/16,2.15,3,3.5,3,3.3,Getafe,3.2,2,3.25,H,0,SP1,2.3,H,2.1,3.5,Levante,2015
3661,0,20/02/16,2.05,1,3.8,3.8,3.3,Sp Gijon,3.45,0,3.2,D,1,SP1,1.9,D,2,3.8,Betis,2015
3662,0,20/02/16,2,3,4,3.6,3.5,Eibar,3.3,2,3.2,H,2,SP1,2,H,1.95,3.8,Celta,2015
3663,0,20/02/16,2.5,1,3,2.75,3.2,La Coruna,3.2,0,3.1,H,0,SP1,2.5,D,2.4,3,Espanol,2015
3664,2,20/02/16,17,1,1.2,1.17,7,Barcelona,6.5,1,6,A,2,SP1,14,A,15,1.18,Las Palmas,2015
3665,1,21/02/16,1.83,0,4.5,4.2,3.5,Sociedad,3.5,0,3.4,A,1,SP1,1.8,A,1.75,4.5,Ath Bilbao,2015
3666,0,21/02/16,1.57,0,7,6.1,3.8,Villarreal,3.9,0,3.5,D,0,SP1,1.52,D,1.5,7.5,Ath Madrid,2015
3667,0,21/02/16,2.8,1,2.62,2.5,3.2,Valencia,3.3,0,3.1,A,2,SP1,2.65,D,2.75,2.5,Granada,2015
3668,1,21/02/16,5,1,1.75,1.6,4,Real Madrid,4,0,3.5,D,1,SP1,5,A,4.5,1.7,Malaga,2015
3669,2,21/02/16,3.2,2,2.25,2.1,3.6,Sevilla,3.3,1,3.3,D,2,SP1,3.3,A,3.1,2.15,Vallecano,2015
3670,1,26/02/16,1.75,0,4.75,4.5,3.6,Las Palmas,3.5,0,3.6,A,1,SP1,1.75,A,1.73,4.75,Eibar,2015
3671,0,27/02/16,2.25,2,3.1,3.3,3.4,Vallecano,3.3,2,3.4,D,2,SP1,2.1,H,2.2,3.25,Betis,2015
3672,0,27/02/16,3.1,0,2.3,2.4,3.3,Celta,3.3,0,3.3,A,1,SP1,2.75,D,3,2.3,Getafe,2015
3673,0,27/02/16,1.8,0,4.33,4.2,3.6,Ath Madrid,3.5,0,3.6,A,1,SP1,1.8,D,1.75,4.5,Real Madrid,2015
3674,0,27/02/16,2.25,1,3.4,3.2,3.2,Malaga,3.2,0,3.1,D,1,SP1,2.2,D,2.2,3.4,Sociedad,2015
3675,1,27/02/16,2.38,2,3,3.3,3.2,Espanol,3.1,1,3.25,A,4,SP1,2.2,D,2.25,3.25,Sp Gijon,2015
3676,1,28/02/16,1.2,2,12,13,7.5,Sevilla,5.8,1,7,H,1,SP1,1.2,D,1.18,13,Barcelona,2015
3677,1,28/02/16,1.83,0,4.4,4.2,3.4,Granada,3.5,0,3.5,A,1,SP1,1.8,A,1.8,4.75,La Coruna,2015
3678,0,28/02/16,2.25,0,3.25,3.2,3.3,Ath Bilbao,3.2,0,3.25,A,3,SP1,2.2,D,2.25,3.2,Valencia,2015
3679,0,28/02/16,1.62,3,6,5,3.6,Levante,3.9,2,3.6,H,0,SP1,1.6,H,1.65,5.5,Villarreal,2015
3680,0,01/03/16,1.44,3,9,7,3.8,Sociedad,4,1,3.8,H,0,SP1,1.45,H,1.48,7.5,Ath Madrid,2015
3681,0,01/03/16,2,4,4,3.6,3.3,Getafe,3.3,2,3.25,H,0,SP1,2,H,1.95,3.8,Las Palmas,2015
3682,0,02/03/16,1.53,4,6,5.6,4,La Coruna,3.9,2,4.2,H,1,SP1,1.55,H,1.5,7,Ath Bilbao,2015
3683,0,02/03/16,2.2,0,3.3,2.9,3.25,Villarreal,3.3,0,3.3,D,0,SP1,2.3,D,2.1,3.5,Celta,2015
3684,2,02/03/16,7,1,1.44,1.45,4.5,Real Madrid,4,1,4.5,A,3,SP1,7,A,6,1.5,Levante,2015
3685,1,02/03/16,2.05,1,3.8,3.1,3.25,Valencia,3.3,1,3.25,A,2,SP1,2.2,D,2,3.8,Malaga,2015
3686,0,02/03/16,1.44,1,8,7,4.5,Eibar,4,1,4,H,0,SP1,1.45,H,1.4,7.5,Sevilla,2015
3687,2,03/03/16,1.95,0,4,3.6,3.4,Betis,3.3,0,3.4,A,3,SP1,2,A,1.91,4,Espanol,2015
3688,0,03/03/16,2.1,2,3.6,3.1,3.3,Sp Gijon,3.3,0,3.25,H,0,SP1,2.2,D,2.05,3.6,Granada,2015
3689,2,03/03/16,12,1,1.2,1.2,7,Barcelona,5.8,0,7,A,5,SP1,13,A,11,1.22,Vallecano,2015
3690,0,05/03/16,3.8,1,1.95,1.9,3.6,Sevilla,3.45,0,3.5,D,1,SP1,3.8,D,3.6,1.95,Getafe,2015
3691,1,05/03/16,2.7,3,2.8,2.65,3,Malaga,3.3,1,3,D,3,SP1,2.5,D,2.5,2.9,La Coruna,2015
3692,0,05/03/16,1.33,7,9,9,5.75,Celta,5,1,5,H,1,SP1,1.3,H,1.3,8,Real Madrid,2015
3693,1,05/03/16,1.62,0,6,5.6,3.8,Las Palmas,3.9,0,3.6,A,1,SP1,1.55,A,1.6,6,Villarreal,2015
3694,0,06/03/16,2.1,2,3.75,3.6,3.25,Granada,3.3,0,3.2,H,0,SP1,2,D,2.05,3.8,Betis,2015
3695,2,06/03/16,12,0,1.29,1.22,5.75,Barcelona,5.5,0,5,A,4,SP1,12,A,9,1.25,Eibar,2015
3696,1,06/03/16,1.62,1,6,5.6,3.8,Levante,3.9,1,3.6,D,1,SP1,1.55,D,1.57,6,Sociedad,2015
3697,1,06/03/16,3.75,0,2.05,2,3.4,Ath Bilbao,3.3,0,3.3,A,2,SP1,3.6,A,3.8,1.95,Sp Gijon,2015
3698,1,06/03/16,4,1,2.05,2.1,3.2,Ath Madrid,3.3,1,3.1,A,3,SP1,3.3,D,4,2,Valencia,2015
3699,0,07/03/16,2.05,2,3.5,3.2,3.5,Vallecano,3.2,1,3.5,H,1,SP1,2.2,H,2,3.6,Espanol,2015
3700,0,11/03/16,1.62,1,6,5.4,3.75,Sp Gijon,3.7,1,3.6,H,0,SP1,1.6,H,1.62,6,Malaga,2015
3701,0,12/03/16,1.25,3,13,8.3,5.25,La Coruna,4.8,1,5.5,H,0,SP1,1.33,H,1.25,17,Ath Madrid,2015
3702,0,12/03/16,1.04,6,29,22,15,Getafe,9.5,4,15,H,0,SP1,1.07,H,1.06,41,Barcelona,2015
3703,0,12/03/16,2.05,1,3.5,3.3,3.4,Sociedad,3.3,1,3.4,H,0,SP1,2.1,H,2.05,3.5,Celta,2015
3704,1,12/03/16,2.15,1,3.25,3.1,3.6,Eibar,3.3,1,3.5,D,1,SP1,2.2,D,2.1,3.2,Vallecano,2015
3705,0,13/03/16,1.5,3,7,6.1,4.33,Betis,4,2,4,H,1,SP1,1.5,H,1.44,7,Ath Bilbao,2015
3706,1,13/03/16,8,1,1.36,1.35,5.2,Real Madrid,4.8,0,5,A,2,SP1,7.6,A,6.5,1.33,Las Palmas,2015
3707,0,13/03/16,2.6,1,2.75,2.6,3.2,Valencia,3.2,0,3.2,H,0,SP1,2.6,D,2.5,2.8,Levante,2015
3708,2,13/03/16,1.75,4,5,4.5,3.6,Villarreal,3.5,1,3.5,H,2,SP1,1.75,A,1.7,5,Sevilla,2015
3709,0,14/03/16,2.3,1,3.2,3.1,3.3,Espanol,3.3,1,3.2,D,1,SP1,2.2,H,2.2,3.3,Granada,2015
3710,0,18/03/16,2.2,1,3.5,3.2,3.25,Eibar,3.2,1,3.1,D,1,SP1,2.2,H,2.1,3.6,Getafe,2015
3711,0,19/03/16,2.7,0,2.8,2.75,3.1,Malaga,3.2,0,3,A,1,SP1,2.5,D,2.5,2.88,Betis,2015
3712,1,19/03/16,2.2,2,3.3,3.3,3.5,Vallecano,3.3,1,3.3,D,2,SP1,2.1,D,2.1,3.3,Granada,2015
3713,0,19/03/16,1.95,2,4.2,4,3.4,Levante,3.45,1,3.25,H,1,SP1,1.85,H,1.85,4.2,La Coruna,2015
3714,1,19/03/16,1.73,0,5,5.4,3.6,Las Palmas,3.7,0,3.5,A,1,SP1,1.6,A,1.67,5.25,Sociedad,2015
3715,1,19/03/16,7,2,1.53,1.45,3.8,Ath Madrid,4,0,3.75,H,1,SP1,7,A,7,1.5,Sp Gijon,2015
3716,1,20/03/16,3.2,2,2.3,2.3,3.3,Ath Bilbao,3.3,0,3.2,H,1,SP1,2.9,A,3,2.3,Espanol,2015
3717,0,20/03/16,1.36,4,8,9,5.25,Sevilla,5,1,5,H,0,SP1,1.3,H,1.36,7,Real Madrid,2015
3718,0,20/03/16,2.4,0,3.1,3.1,3.4,Celta,3.3,0,3.1,A,2,SP1,2.2,D,2.25,3,Valencia,2015
3719,2,20/03/16,9,2,1.33,1.27,5,Barcelona,5.2,0,5,D,2,SP1,10,A,8.5,1.36,Villarreal,2015
3720,0,01/04/16,1.85,2,4,3.8,3.5,Getafe,3.45,1,3.75,H,0,SP1,1.9,H,1.85,4,Vallecano,2015
3721,0,02/04/16,1.4,5,8.5,7.3,4.5,Betis,4.4,2,4.33,H,1,SP1,1.4,H,1.36,10,Ath Madrid,2015
3722,0,02/04/16,1.62,1,5,5,4.33,Real Madrid,4,0,4.4,A,2,SP1,1.6,D,1.62,5.5,Barcelona,2015
3723,1,02/04/16,1.73,1,4.6,4.7,3.6,La Coruna,3.6,1,3.8,D,1,SP1,1.7,D,1.75,4.5,Celta,2015
3724,1,02/04/16,2.38,2,3,2.75,3.3,Valencia,3.3,0,3.25,H,1,SP1,2.4,A,2.4,2.9,Las Palmas,2015
3725,0,03/04/16,1.5,1,7,5.6,4.2,Granada,3.9,1,4,D,1,SP1,1.55,H,1.48,7,Ath Bilbao,2015
3726,1,03/04/16,2.8,1,2.62,2.5,3,Villarreal,3.2,1,3.1,A,2,SP1,2.75,D,3,2.5,Eibar,2015
3727,1,03/04/16,1.91,1,4.33,4,3.3,Espanol,3.45,1,3.3,D,1,SP1,1.85,D,1.85,4.33,Malaga,2015
3728,2,03/04/16,1.67,1,4.8,5.5,3.8,Sociedad,4,0,4,A,2,SP1,1.55,A,1.62,5.5,Sevilla,2015
3729,0,04/04/16,2.1,0,3.6,3.3,3.25,Sp Gijon,3.3,0,3.25,D,0,SP1,2.1,D,2.05,3.6,Levante,2015
3730,0,08/04/16,2.25,0,3.3,2.95,3.2,Malaga,3.1,0,3.2,D,0,SP1,2.4,D,2.25,3.25,Granada,2015
3731,0,09/04/16,2.05,1,3.6,3.8,3.4,Levante,3.45,0,3.4,H,0,SP1,1.9,D,2.05,3.6,Betis,2015
3732,1,09/04/16,4.2,1,1.95,2,3.25,Ath Madrid,3.3,1,3.25,A,3,SP1,3.6,D,4,1.95,Espanol,2015
3733,0,09/04/16,1.2,4,12,10,7.5,Eibar,7,4,7,H,0,SP1,1.2,H,1.17,15,Real Madrid,2015
3734,0,09/04/16,5.5,1,1.55,1.55,4.2,Barcelona,4,1,4.33,H,0,SP1,5.5,H,6,1.53,Sociedad,2015
3735,0,10/04/16,1.6,1,5,5.6,4.2,Vallecano,3.9,0,4.2,H,0,SP1,1.55,D,1.57,5.5,Ath Bilbao,2015
3736,0,10/04/16,2.8,0,2.45,2.4,3.3,Celta,3.3,0,3.4,A,1,SP1,2.75,D,3.1,2.25,Sp Gijon,2015
3737,0,10/04/16,2.4,2,2.8,2.75,3.5,Sevilla,3.3,1,3.5,H,1,SP1,2.4,H,2.25,2.9,Valencia,2015
3738,0,10/04/16,1.5,2,7,6.1,3.8,Getafe,4,1,4,H,0,SP1,1.5,H,1.5,7,Villarreal,2015
3739,0,11/04/16,2.05,1,3.6,3.5,3.2,Las Palmas,3.1,0,3.4,A,3,SP1,2.1,D,2.1,3.6,La Coruna,2015
3740,1,15/04/16,2.3,2,3.1,3,3.25,Espanol,3.2,1,3.3,H,1,SP1,2.3,D,2.4,2.9,Levante,2015
3741,1,16/04/16,1.6,1,5,5.6,4,Betis,3.9,0,4.2,D,1,SP1,1.55,A,1.55,6,Celta,2015
3742,1,16/04/16,2.62,2,2.7,2.6,3.1,Sociedad,3.2,1,3.25,H,1,SP1,2.6,D,2.7,2.7,Eibar,2015
3743,2,16/04/16,9,1,1.3,1.3,6,Real Madrid,5,0,5.5,A,5,SP1,9,A,9.5,1.29,Getafe,2015
3744,0,16/04/16,1.91,1,4,3.8,3.4,Sp Gijon,3.45,1,3.5,D,1,SP1,1.9,H,1.91,4,Las Palmas,2015
3745,0,17/04/16,1.25,3,13,12,5.5,Granada,5.5,1,5.5,H,0,SP1,1.22,H,1.25,15,Ath Madrid,2015
3746,2,17/04/16,1.12,1,19,15,8,Valencia,7,0,8.5,A,2,SP1,1.15,A,1.17,15,Barcelona,2015
3747,0,17/04/16,2.3,0,3.2,2.75,3.2,Ath Bilbao,3.3,0,3.2,A,1,SP1,2.4,D,2.3,3.2,Malaga,2015
3748,0,17/04/16,1.44,1,6.5,7.3,4.2,La Coruna,4.4,1,4.6,D,1,SP1,1.4,H,1.53,5.75,Sevilla,2015
3749,1,17/04/16,2.6,2,2.7,2.5,3.3,Villarreal,3.3,1,3.3,H,1,SP1,2.65,D,2.5,2.7,Vallecano,2015
3750,0,19/04/16,2.15,1,3.4,3.1,3.3,Las Palmas,3.3,0,3.3,H,0,SP1,2.2,D,2.1,3.4,Betis,2015
3751,1,19/04/16,2.5,1,2.9,2.65,3.3,Celta,3.3,1,3.2,D,1,SP1,2.5,D,2.4,2.9,Espanol,2015
3752,1,20/04/16,4,0,2.05,2,3.2,Ath Madrid,3.3,0,3.1,A,1,SP1,3.6,A,3.8,2,Ath Bilbao,2015
3753,2,20/04/16,12,0,1.2,1.3,7,Barcelona,5,0,7,A,8,SP1,9,A,13,1.2,La Coruna,2015
3754,0,20/04/16,1.91,1,4,4,3.6,Vallecano,3.45,0,3.5,D,1,SP1,1.85,D,1.85,4,Malaga,2015
3755,0,20/04/16,1.22,3,10,10.3,7,Villarreal,5.5,1,7,H,0,SP1,1.25,H,1.2,12,Real Madrid,2015
3756,1,20/04/16,3.2,2,2.25,2.3,3.4,Sevilla,3.3,1,3.3,H,1,SP1,2.9,D,3.1,2.25,Sp Gijon,2015
3757,0,20/04/16,1.67,4,5,5.1,4,Eibar,3.6,3,3.8,H,0,SP1,1.65,H,1.62,5.25,Valencia,2015
3758,0,21/04/16,2,5,3.8,3.7,3.3,Levante,3.35,3,3.4,H,1,SP1,1.95,H,1.95,4,Granada,2015
3759,1,21/04/16,1.55,1,6,5.6,4.2,Getafe,3.9,1,4,A,2,SP1,1.55,D,1.53,6,Sociedad,2015
3760,0,22/04/16,2.2,4,3.3,3.3,3.3,Espanol,3.1,1,3.3,H,0,SP1,2.2,H,2.2,3.3,Las Palmas,2015
3761,0,23/04/16,1.33,1,11,9,4.5,Malaga,5,0,4.5,H,0,SP1,1.3,D,1.35,10,Ath Madrid,2015
3762,0,23/04/16,1.05,6,41,25,15,Sp Gijon,11,1,17,H,0,SP1,1.05,H,1.05,26,Barcelona,2015
3763,0,23/04/16,2.3,1,3.2,2.9,3.3,La Coruna,3.3,1,3.2,D,1,SP1,2.3,H,2.15,3.3,Eibar,2015
3764,1,23/04/16,9,2,1.3,1.3,5.25,Real Madrid,5,2,5.5,A,3,SP1,9,H,7,1.36,Vallecano,2015
3765,0,24/04/16,3.1,2,2.4,2.3,3.4,Valencia,3.3,0,3.1,D,2,SP1,2.9,D,3,2.3,Getafe,2015
3766,0,24/04/16,3.2,2,2.25,2.3,3.25,Ath Bilbao,3.3,1,3.3,D,2,SP1,2.9,H,3.3,2.2,Levante,2015
3767,0,24/04/16,1.53,2,6,6.1,4.33,Betis,4,0,4.2,H,0,SP1,1.5,D,1.5,5.75,Sevilla,2015
3768,0,24/04/16,1.85,0,4.5,4.2,3.6,Sociedad,3.5,0,3.4,D,0,SP1,1.8,D,1.75,4.5,Villarreal,2015
3769,0,25/04/16,1.57,2,6,6.1,4,Granada,4,1,3.8,H,1,SP1,1.5,H,1.55,6,Celta,2015
3770,0,29/04/16,1.6,2,6,5.5,3.8,Eibar,4.3,1,3.75,H,0,SP1,1.5,H,1.62,5.5,Sp Gijon,2015
3771,0,30/04/16,1.3,1,9,9,5.5,Vallecano,5,0,5.5,H,0,SP1,1.3,D,1.29,10,Ath Madrid,2015
3772,0,30/04/16,21,0,1.14,1.15,9.5,Barcelona,7,0,7,A,2,SP1,15,D,19,1.13,Betis,2015
3773,2,30/04/16,1.57,3,5.5,5,3.8,Las Palmas,4.3,2,4,H,2,SP1,1.55,D,1.57,6,Granada,2015
3774,0,30/04/16,5,0,1.73,1.65,4,Real Madrid,4,0,3.5,A,1,SP1,4.5,D,4.75,1.67,Sociedad,2015
3775,1,01/05/16,1.91,2,4,3.8,3.6,Celta,3.45,1,3.5,H,1,SP1,1.9,D,1.83,4.2,Ath Bilbao,2015
3776,0,01/05/16,2.4,1,3,3.1,3.4,Sevilla,3.3,0,3.2,H,0,SP1,2.2,D,2.25,3,Espanol,2015
3777,1,01/05/16,2.3,0,3.2,3.3,3.3,Getafe,3.3,0,3.2,A,2,SP1,2.1,A,2.2,3.2,La Coruna,2015
3778,2,01/05/16,2.2,0,3.4,3.6,3.3,Villarreal,3.3,0,3.2,A,2,SP1,2,A,2.1,3.5,Valencia,2015
3779,1,02/05/16,2.2,3,3.4,3.3,3.3,Levante,3.3,1,3.2,H,1,SP1,2.1,D,2.15,3.3,Malaga,2015
3780,0,08/05/16,1.05,5,34,25,19,Espanol,11,1,13,H,0,SP1,1.05,H,1.05,51,Barcelona,2015
3781,0,08/05/16,1.44,1,7,6.1,4.33,Malaga,4,1,4.33,H,0,SP1,1.5,H,1.5,6,Celta,2015
3782,1,08/05/16,2.2,1,3.3,3.1,3.4,Betis,3.1,0,3.3,D,1,SP1,2.3,A,2.1,3.4,Eibar,2015
3783,0,08/05/16,2.15,1,3.4,3.3,3.4,Sp Gijon,3.3,0,3.3,D,1,SP1,2.1,D,2.1,3.4,Getafe,2015
3784,0,08/05/16,4,0,1.95,2,3.6,Ath Bilbao,3.3,0,3.3,D,0,SP1,3.6,D,3.8,1.85,Las Palmas,2015
3785,1,08/05/16,15,2,1.22,1.2,6,Ath Madrid,6,1,5.5,H,1,SP1,12.5,D,15,1.22,Levante,2015
3786,0,08/05/16,1.22,3,12,10.5,7,Valencia,6,2,6.5,H,2,SP1,1.22,H,1.22,11,Real Madrid,2015
3787,1,08/05/16,2.8,1,2.4,2.5,3.6,Granada,3.5,0,3.4,A,4,SP1,2.55,A,2.75,2.4,Sevilla,2015
3788,0,08/05/16,3.6,2,2.1,2.1,3.6,Vallecano,3.5,1,3.2,H,1,SP1,3.15,H,3.4,2,Sociedad,2015
3789,1,08/05/16,2.4,0,3.1,2.9,3.1,La Coruna,3.3,0,3.1,A,2,SP1,2.3,A,2.4,3,Villarreal,2015
3790,0,13/05/16,1.91,0,3.3,3.9,3.6,Sociedad,3.7,0,3.75,A,1,SP1,1.8,D,1.95,3.5,Valencia,2015
3791,0,14/05/16,1.36,3,7,6,5.25,Sevilla,5,2,4.75,H,1,SP1,1.4,H,1.35,8,Ath Bilbao,2015
3792,0,14/05/16,1.8,2,4,3.7,3.6,Celta,3.7,0,3.5,H,0,SP1,1.85,D,1.83,4.2,Ath Madrid,2015
3793,2,14/05/16,17,0,1.08,1.1,11,Barcelona,8,0,9.5,A,3,SP1,20,A,23,1.1,Granada,2015
3794,2,14/05/16,11,0,1.17,1.2,7,Real Madrid,7,0,7,A,2,SP1,10,A,11,1.22,La Coruna,2015
3795,0,15/05/16,5,2,1.6,1.6,3.8,Getafe,4,0,3.8,H,1,SP1,4.8,D,4.5,1.7,Betis,2015
3796,0,15/05/16,2.05,4,3.25,4,3.5,Eibar,3.45,2,3.4,H,2,SP1,1.85,H,1.95,3.75,Espanol,2015
3797,1,15/05/16,1.83,4,4,4,3.6,Las Palmas,3.45,2,3.4,H,1,SP1,1.85,H,1.8,4.33,Malaga,2015
3798,0,15/05/16,1.36,2,8,5.5,4.33,Villarreal,4.5,1,4.33,H,0,SP1,1.45,H,1.44,7,Sp Gijon,2015
3799,0,15/05/16,1.29,3,7.5,6,5.25,Levante,5,2,5.5,H,1,SP1,1.4,H,1.33,9,Vallecano,2015
3800,0,28/08/10,2.5,0,2.6,2.5,3.2,Ath Bilbao,3.1,0,3.2,A,1,SP1,2.6,D,2.5,2.5,Hercules,2010
3801,2,28/08/10,3.4,1,2,2.1,3.2,Sevilla,3.3,1,3.3,A,4,SP1,3.1,A,3.2,2,Levante,2010
3802,1,28/08/10,2.9,1,2.25,2.4,3.2,Valencia,3.2,1,3.25,A,3,SP1,2.7,D,2.8,2.2,Malaga,2010
3803,0,29/08/10,2.1,3,3.25,3.4,3.2,Getafe,3.2,1,3.25,H,1,SP1,2,H,2.1,3,Espanol,2010
3804,0,29/08/10,1.91,0,3.75,3.4,3.2,Zaragoza,3.2,0,3.3,D,0,SP1,2,D,2,3.2,La Coruna,2010
3805,0,29/08/10,7,0,1.4,1.4,4,Real Madrid,4.1,0,4.4,D,0,SP1,7,D,7,1.36,Mallorca,2010
3806,0,29/08/10,1.95,0,3.6,3.4,3.2,Almeria,3.2,0,3.25,D,0,SP1,2,D,1.91,3.5,Osasuna,2010
3807,2,29/08/10,11,0,1.22,1.27,5,Barcelona,5,0,5.5,A,3,SP1,9,A,10,1.22,Santander,2010
3808,0,29/08/10,2.7,1,2.4,2.4,3.2,Villarreal,3.2,0,3.2,H,0,SP1,2.7,D,2.6,2.38,Sociedad,2010
3809,0,30/08/10,1.5,4,6,5.7,3.5,Sp Gijon,3.8,2,3.8,H,0,SP1,1.5,H,1.5,6,Ath Madrid,2010
3810,1,11/09/10,2.75,1,2.38,2.3,3.3,Ath Madrid,3.3,0,3.2,A,2,SP1,2.75,A,2.88,2.4,Ath Bilbao,2010
3811,1,11/09/10,1.06,0,21,20,12,Hercules,7.5,0,9.5,A,2,SP1,1.07,A,1.07,21,Barcelona,2010
3812,0,11/09/10,1.17,1,13,14,7,Osasuna,6.2,0,6.2,H,0,SP1,1.15,D,1.17,15,Real Madrid,2010
3813,0,11/09/10,1.4,1,7,5.5,4.5,Santander,3.9,1,4.2,H,0,SP1,1.5,H,1.4,8,Valencia,2010
3814,1,12/09/10,1.6,4,5.25,5,3.6,Levante,3.6,2,3.6,H,1,SP1,1.6,H,1.62,6,Getafe,2010
3815,0,12/09/10,1.53,0,6.5,5.2,4.2,La Coruna,3.8,0,3.6,D,0,SP1,1.55,D,1.44,7.5,Sevilla,2010
3816,0,12/09/10,2.45,2,2.7,2.8,3.25,Mallorca,3.2,0,3.2,H,0,SP1,2.3,D,2.38,3,Sp Gijon,2010
3817,0,12/09/10,1.8,4,4.33,4.3,3.5,Espanol,3.4,2,3.25,H,0,SP1,1.75,H,1.8,4.5,Villarreal,2010
3818,5,12/09/10,1.91,3,3.75,3.7,3.3,Malaga,3.3,1,3.3,A,5,SP1,1.9,A,1.91,4.2,Zaragoza,2010
3819,2,13/09/10,2.15,2,3.15,2.9,3.25,Sociedad,3.3,1,3.2,D,2,SP1,2.2,A,2.25,3,Almeria,2010
3820,0,18/09/10,2.05,1,3.5,3.4,3.25,Almeria,3.2,0,3.4,H,0,SP1,2,D,1.91,4.33,Espanol,2010
3821,0,18/09/10,2,2,3.75,3.8,3.25,Osasuna,3.4,1,3.4,H,0,SP1,1.85,H,1.91,4.33,Mallorca,2010
3822,0,18/09/10,9,1,1.36,1.4,4.33,Real Madrid,4.1,0,4.5,A,2,SP1,7,D,8.5,1.4,Sociedad,2010
3823,1,18/09/10,2.4,2,3,2.6,3.25,Ath Bilbao,3.3,2,3.2,D,2,SP1,2.4,H,2.25,3.2,Sp Gijon,2010
3824,2,19/09/10,4.5,1,1.7,1.75,3.5,Barcelona,3.6,1,4,A,2,SP1,4,A,5,1.73,Ath Madrid,2010
3825,2,19/09/10,3.3,1,2.2,2.2,3.25,Valencia,3.3,1,3.3,A,2,SP1,2.9,A,3.3,2.2,Hercules,2010
3826,2,19/09/10,3.5,1,2.05,2,3.3,Villarreal,3.3,0,3.4,A,2,SP1,3.3,A,3.8,2,Levante,2010
3827,2,19/09/10,3,1,2.3,2.1,3.25,Sevilla,3.3,1,3.4,A,2,SP1,3.1,A,3.25,2.25,Malaga,2010
3828,0,19/09/10,2.25,2,3.3,2.9,3.2,Zaragoza,3.3,0,3.2,H,0,SP1,2.2,D,2.25,3.2,Santander,2010
3829,1,20/09/10,2.3,2,3.2,3,3.2,Getafe,3.2,0,3.2,D,2,SP1,2.2,A,2.2,2.8,La Coruna,2010
3830,0,21/09/10,2,3,3.75,3.3,3.4,Mallorca,3.3,1,3.4,H,0,SP1,2,H,2,3.75,Ath Bilbao,2010
3831,1,21/09/10,2.1,3,3.5,3.3,3.25,Sociedad,3.1,2,3.3,H,1,SP1,2.1,H,2.1,3.6,Osasuna,2010
3832,0,21/09/10,1.17,3,15,14,7,Espanol,6.2,1,7,H,0,SP1,1.15,H,1.17,15,Real Madrid,2010
3833,1,22/09/10,1.8,0,4.5,4,3.5,Levante,3.3,0,3.5,A,1,SP1,1.85,A,1.8,4.5,Almeria,2010
3834,0,22/09/10,1.1,1,21,14,8,Sp Gijon,7,0,9,H,0,SP1,1.12,D,1.14,15,Barcelona,2010
